voterid,urbanicity,date_of_birth,gender,married,homeowner,has_children,zipcode,modeled_charitable_giving,household_income,unaffiliated_voter,modeled_activist_score,modeled_turnout_score,discretionary_income_level,nonsaver_level,modeled_partisan_score,survey_respondent,liberal_cause_donation,ntile
6049,Urban,1980,F,0,1,,5402,4,60000,1,47.3,84.5,8,3,98.4,0,,2
11751,Suburban,1956,F,0,1,,5371,,66000,1,61.3,84.1,6,,98.4,0,,2
19827,Suburban,1972,F,0,,,4485,,,1,35,84,,,98.4,0,,2
16497,Urban,1979,,0,,,4126,,,1,46.5,83,,,98.4,0,,2
4379,Urban,1990,,0,,,4136,,,1,78.1,82.8,,,98.4,0,,2
2865,Rural,1963,F,0,1,,4071,10,24000,1,75.8,82.6,11,3,98.4,1,51,2
10678,Suburban,1958,M,0,,,4139,6,101000,1,72.2,81.5,3,7,98.4,0,,2
16903,Urban,1957,,1,,,4109,,59000,1,75.8,81.5,6,,98.4,0,,2
11902,Suburban,1945,M,0,1,,5429,6,15000,1,83.9,80,11,4,98.4,0,,2
9724,Urban,1952,,0,,,3602,,,1,75.7,79.9,,,98.4,0,,2
5661,Suburban,1927,F,0,1,,5454,10,16000,1,73.3,79.8,11,4,98.4,0,,2
19311,Suburban,1986,,1,,,5249,,49000,1,78.8,79.7,7,,98.4,0,,2
1902,Suburban,1947,M,0,,,5401,10,16000,1,57.9,78.6,11,1,98.4,1,46,2
14299,Urban,1983,F,0,,,3229,6,49000,1,30.6,78.4,7,5,98.4,0,,2
1381,Urban,1962,M,1,1,,4102,2,61000,1,80.5,78.2,7,5,98.4,1,34,2
14739,Suburban,1966,F,0,0,,5423,3,51000,1,62.6,77.9,7,6,98.4,0,,2
14218,Urban,1939,F,0,1,,3223,4,64000,1,79.7,76.9,8,7,98.4,0,,2
3528,Suburban,1944,M,1,1,,4054,10,52000,1,39.4,76.9,8,1,98.4,1,100,2
18532,Suburban,1946,,0,1,,4147,,73000,1,76.7,76.5,4,,98.4,0,,2
5945,Suburban,1965,M,1,1,1,5423,3,53000,1,78,76.4,2,3,98.4,0,,2
5251,Urban,1985,F,0,1,,4309,10,47000,1,62.4,76.1,2,1,98.4,0,,2
20014,Urban,1975,,1,1,,4125,,58000,1,80.3,75.8,8,,98.4,0,,2
6604,Urban,1928,,1,,,4122,,26000,1,55.3,75.4,11,,98.4,0,,2
12482,Urban,1990,,0,1,,4104,10,43000,1,41.1,73.5,9,2,98.4,0,,2
10402,Suburban,1942,M,0,1,,4126,,58000,1,87.2,96.8,7,,98.5,0,,1
3186,Rural,1943,M,1,,,3728,6,53000,1,89,96.1,8,2,98.5,1,56,1
18425,Rural,1948,F,0,1,,5388,7,56000,1,89.9,96.1,9,8,98.5,0,,1
14880,Rural,1938,F,0,1,,3943,7,56000,1,60.4,95.4,6,5,98.5,0,,1
4436,Suburban,1948,F,0,1,,4078,10,16000,1,85.1,95.2,11,4,98.5,1,6,1
14764,Urban,1948,,0,,,4122,,54000,1,84.5,94.9,7,,98.5,0,,1
10104,Suburban,1937,M,1,1,,4099,10,17000,1,74,94.5,11,4,98.5,0,,1
9402,Urban,1943,M,0,1,,5238,,55000,1,84.5,94.3,6,,98.5,0,,1
9290,Urban,1964,M,0,1,,4103,1,151000,1,72,94.3,1,10,98.5,0,,1
16187,Urban,1946,F,0,1,,4138,10,20000,1,76.6,94.3,11,2,98.5,0,,1
4990,Urban,1961,F,1,1,,4133,10,41000,1,48.8,94.2,1,3,98.5,1,74,1
2284,Urban,1963,F,1,1,,5236,5,50000,1,84.2,93.8,8,6,98.5,1,29,1
16540,Suburban,1948,F,1,1,,3615,9,28000,1,81.5,93.6,2,2,98.5,0,,1
10336,Urban,1937,M,0,1,,4123,4,52000,1,77.7,93.1,7,5,98.5,0,,1
6387,Urban,1945,F,0,1,,3227,9,65000,1,66.1,92.7,9,5,98.5,0,,1
5148,Urban,1952,F,0,,,3200,10,16000,1,72.3,92,11,4,98.5,0,,1
11328,Rural,1942,M,0,,,4823,,71000,1,76.4,91.4,6,,98.5,0,,1
15406,Urban,1963,F,1,1,1,5225,5,49000,1,81.8,90.8,5,2,98.5,0,,1
7117,Urban,1951,F,0,1,,5202,4,83000,1,91.6,90.5,4,10,98.5,0,,1
18580,Urban,1973,F,1,1,,3225,6,50000,1,46.1,90.4,6,4,98.5,0,,1
14405,Urban,1979,F,0,,,3218,,17000,1,78.2,89.6,11,,98.5,0,,1
14875,Suburban,1971,F,0,1,,4085,6,94000,1,37.9,89.3,3,9,98.5,0,,1
5653,Urban,1950,M,1,1,,4314,5,76000,1,86.9,89.1,5,6,98.5,0,,1
17172,Urban,1980,F,1,0,,3231,6,53000,1,33.1,86.3,5,5,98.5,0,,1
15518,Urban,1951,M,1,1,,4140,6,75000,1,85.8,86.2,4,5,98.5,0,,2
1027,Urban,1970,F,0,0,,4136,,46000,1,57.7,86.2,9,,98.5,0,,2
5464,Urban,1934,,1,1,,5400,3,69000,1,77.5,86,8,3,98.5,0,,2
7561,Suburban,1942,F,0,,,4120,10,21000,1,82.3,85.8,11,1,98.5,0,,2
7365,Urban,1974,F,0,1,,4108,7,106000,1,48.4,85.2,3,8,98.5,0,,2
8851,Urban,1982,F,0,1,,5402,,56000,1,56.2,85.1,8,,98.5,0,,2
4334,Urban,1955,F,0,1,,3217,1,166000,1,79.6,85,1,10,98.5,1,1,2
1298,Urban,1971,M,0,1,,4149,10,46000,1,59.4,82.1,6,2,98.5,1,56,2
8743,Urban,1975,F,0,1,,4107,10,37000,1,19.7,82,9,4,98.5,0,,2
5519,Urban,1949,,0,0,,4106,,70000,1,84.5,81.6,5,,98.5,0,,2
1448,Suburban,1950,F,0,1,,4516,9,19000,1,63.3,81.3,11,2,98.5,1,16,2
6455,Suburban,1926,F,0,,,4314,,14000,1,82.5,80.9,11,,98.5,0,,2
9044,Suburban,1929,F,0,1,,4138,,16000,1,87.5,80.4,11,1,98.5,0,,2
18510,Urban,1966,M,0,,,3222,4,71000,1,84.2,80.2,6,5,98.5,0,,2
8591,Urban,1969,M,0,,,5218,7,40000,1,29,79.1,9,5,98.5,0,,2
195,Urban,1951,M,0,0,,5406,4,71000,1,83.9,78.6,1,3,98.5,1,47,2
14620,Urban,1975,F,0,1,,4113,,19000,1,50.8,77.8,11,1,98.5,0,,2
14490,Urban,1960,F,0,,,4110,,36000,1,43.1,77.5,8,,98.5,0,,2
12859,Urban,1957,F,0,1,,4303,2,63000,1,44.2,76.9,9,3,98.5,0,,2
18016,Urban,1984,,0,1,,4109,3,47000,1,53,76.6,8,4,98.5,0,,2
4547,Suburban,1988,F,0,1,,4708,3,52000,1,46.4,75,9,1,98.5,1,68,2
10199,Suburban,1987,,0,,,5414,,15000,1,68.2,71.8,11,1,98.5,0,,2
3031,Suburban,1989,M,1,1,,4133,4,119000,1,77.5,70.8,2,9,98.5,1,69,2
1287,Urban,1963,M,0,1,,5425,9,51000,1,70.2,97.7,7,2,98.6,1,35,1
15341,Suburban,1954,F,0,1,,4148,6,127000,1,88.7,97.5,1,10,98.6,0,,1
302,Urban,1949,M,1,1,,3210,1,111000,1,91,97.2,5,5,98.6,1,62,1
10242,Suburban,1949,F,1,1,,None,7,,1,87.1,96.7,,5,98.6,0,,1
5387,Urban,1965,F,0,1,,4132,10,44000,1,72,96.6,8,1,98.6,0,,1
18811,Urban,1972,F,1,1,,3221,6,48000,1,64.3,96.2,9,4,98.6,0,,1
15473,Urban,1959,F,0,0,,4102,,46000,1,41.7,95.9,8,,98.6,0,,1
18842,Urban,1949,M,0,1,,5225,5,44000,1,79.7,95.8,8,6,98.6,0,,1
17578,Urban,1945,F,1,1,,4113,6,50000,1,79.6,95.8,7,7,98.6,0,,1
11466,Suburban,1950,F,0,1,,3614,8,50000,1,86.4,95.5,7,7,98.6,0,,1
6316,Urban,1947,F,1,1,,4110,6,56000,1,90.1,95.3,1,8,98.6,0,,1
19651,Urban,1966,F,0,1,,5204,9,82000,1,68.1,95.2,5,2,98.6,0,,1
10319,Suburban,1947,,0,,,4707,,57000,1,75.3,95,8,,98.6,0,,1
10709,Suburban,1936,F,0,1,,4322,10,15000,1,80,93.9,11,1,98.6,0,,1
17453,Suburban,1958,F,0,,,4071,9,59000,1,62.8,93.8,6,2,98.6,0,,1
6134,Urban,1932,,1,1,,4109,,15000,1,89.8,93.5,11,1,98.6,0,,1
3793,Rural,1966,F,1,0,,5320,10,36000,1,66.6,93.5,9,5,98.6,1,38,1
3209,Suburban,1930,M,1,1,,4506,4,57000,1,75.5,93.5,5,5,98.6,1,52,1
3470,Suburban,1968,F,0,,,3215,5,63000,1,53.5,93.4,6,3,98.6,1,47,1
14380,Urban,1952,M,0,1,,3203,,66000,1,74.5,93.3,1,,98.6,0,,1
19171,Suburban,1945,F,0,,,4056,10,34000,1,68.1,93.3,10,5,98.6,0,,1
17010,Rural,1940,M,0,1,,4075,10,28000,1,69,92.6,10,2,98.6,0,,1
11815,Urban,1957,F,0,1,,3209,2,143000,1,83,92,2,9,98.6,0,,2
4329,Suburban,1932,M,1,1,,4143,,11000,1,89.2,91.9,11,1,98.6,1,22,2
7672,Suburban,1946,F,1,1,,3061,4,109000,1,73.5,90.5,5,8,98.6,0,,2
5263,Urban,1948,F,1,,,4123,3,64000,1,83.4,89,5,3,98.6,0,,2
9833,Urban,1968,M,1,1,,3228,6,66000,1,60.5,88.3,6,5,98.6,0,,2
4544,Urban,1968,F,0,,,4128,,74000,1,83.6,87.9,4,,98.6,0,,2
6174,Urban,1965,,1,1,,5233,9,45000,1,68.1,87.8,6,4,98.6,0,,2
19278,Urban,1942,F,0,,,3205,8,57000,1,56,87.5,6,6,98.6,0,,2
2140,Urban,1957,F,0,,,3209,,237000,1,84.8,87.3,2,,98.6,0,,2
1406,Urban,1955,F,1,1,1,5419,2,76000,1,57.6,83.7,8,2,98.6,1,87,2
19273,Urban,1927,F,0,,,4133,10,15000,1,58.4,83.5,11,2,98.6,0,,2
18100,Urban,1982,,0,0,,5230,3,59000,1,72.6,82.9,7,2,98.6,0,,2
8469,Urban,1963,M,0,1,,4129,3,78000,1,81.2,82.3,2,7,98.6,0,,2
15979,Urban,1962,F,0,1,,5217,6,62000,1,56.1,81.9,1,7,98.6,0,,2
13647,Urban,1958,F,0,1,,3607,3,38000,1,42.8,80.8,2,4,98.6,0,,2
18562,Urban,1950,,0,,,4102,,,1,64.3,80.7,,,98.6,0,,2
11989,Urban,1969,,0,,,3600,,,1,78,80.5,,,98.6,0,,2
7414,Urban,1950,F,1,1,,4076,8,72000,1,71.3,79.2,3,5,98.6,0,,2
9050,Urban,1960,M,0,,,4100,9,57000,1,46.7,78.7,6,6,98.6,0,,2
2404,Urban,1959,F,1,1,,4109,,64000,1,57.2,78.2,8,,98.6,0,,2
1112,Urban,1956,M,0,0,,4105,,48000,1,81.7,72.7,4,,98.6,0,,2
2852,Urban,1947,F,0,,,3605,,12000,1,74.6,72.5,11,,98.6,0,,2
3081,Urban,1949,F,1,1,,4105,7,24000,1,89.5,97.4,10,3,98.7,1,1,1
16801,Suburban,1946,F,0,1,,4314,8,26000,1,90.9,96.9,7,4,98.7,0,,1
1681,Urban,1949,F,1,1,,4117,7,41000,1,82.3,96.7,8,6,98.7,1,23,1
14477,Suburban,1958,F,0,,,4017,9,58000,1,76.8,96.7,5,5,98.7,0,,1
3230,Urban,1956,F,0,1,,5201,2,104000,1,87.1,95.4,3,7,98.7,1,42,1
13635,Suburban,1946,M,1,1,,4233,6,72000,1,86.3,95.2,8,7,98.7,0,,1
16048,Suburban,1957,,1,,,5046,,54000,1,85.9,94.2,8,,98.7,0,,1
13942,Suburban,1975,F,0,1,,4701,,48000,1,81,94,7,,98.7,0,,1
19202,Suburban,1935,F,0,1,,5413,3,38000,1,56.9,93.9,9,1,98.7,0,,1
5056,Urban,1966,F,0,,,5228,,52000,1,81.6,93.3,8,,98.7,0,,1
2195,Suburban,1934,F,0,1,,4511,10,29000,1,85.2,91.5,11,4,98.7,1,1,1
6295,Urban,1956,M,1,1,,4105,4,68000,1,91.5,91.3,6,5,98.7,0,,1
6545,Suburban,1957,M,1,1,,5410,3,55000,1,77,90.8,1,7,98.7,0,,1
13938,Suburban,1954,F,0,1,,4429,10,48000,1,68.8,89.7,11,6,98.7,0,,1
8639,Suburban,1962,F,1,,,5233,,49000,1,70.9,89.5,8,,98.7,0,,1
12275,Suburban,1956,,0,,,4014,,,1,80.7,89.5,,,98.7,0,,1
16895,Suburban,1988,F,1,1,,5387,,49000,1,82.6,89.2,7,,98.7,0,,1
15159,Urban,1938,M,1,1,,3600,5,23000,1,68,88,10,4,98.7,0,,1
1688,Suburban,1957,,1,,,4508,,77000,1,55,87.4,5,,98.7,0,,1
16553,Suburban,1954,F,1,1,,4443,10,22000,1,81,87.3,11,2,98.7,0,,1
15161,Urban,1954,F,1,1,,4121,7,24000,1,79.3,87.3,9,2,98.7,0,,1
2563,Urban,1969,F,0,1,,3206,,14000,1,83.8,87.2,10,,98.7,0,,1
18081,Urban,1986,,1,1,,4148,4,110000,1,72.6,86.8,3,8,98.7,0,,1
15608,Urban,1966,F,0,1,,4120,10,44000,1,44.8,86.1,5,4,98.7,0,,1
2695,Urban,1965,F,0,,,5217,,75000,1,65.1,85.7,5,,98.7,0,,1
2078,Suburban,1954,F,0,1,,5424,3,43000,1,41.9,85.6,9,1,98.7,1,76,1
8038,Urban,1970,F,1,1,,3211,,54000,1,79.2,85.5,8,,98.7,0,,1
7629,Urban,1978,,1,1,,4302,3,126000,1,68,84.9,2,9,98.7,0,,2
18250,Urban,1954,,0,,,4106,,,1,83.5,84.9,,,98.7,0,,2
12226,Suburban,1962,F,0,1,1,3230,5,72000,1,22.8,84.9,7,5,98.7,0,,2
14052,Suburban,1938,F,0,,,4124,,71000,1,55.7,84.7,4,,98.7,0,,2
10040,Urban,1969,F,0,,,3601,5,72000,1,35,84.6,5,1,98.7,0,,2
10435,Suburban,1955,F,0,1,,4406,9,49000,1,79,84.2,3,4,98.7,0,,2
5985,Urban,1982,F,0,,,4104,9,32000,1,21.4,83.9,9,3,98.7,0,,2
6249,Urban,1967,M,1,1,1,5229,5,49000,1,34.8,83.3,5,2,98.7,0,,2
7404,Urban,1967,F,0,,,4107,10,25000,1,33.7,83,11,2,98.7,0,,2
1851,Urban,1951,F,0,0,,4102,,17000,1,90.1,82.9,11,,98.7,0,,2
5356,Urban,1970,F,0,1,,4138,,14000,1,58.7,82.8,11,,98.7,0,,2
17709,Suburban,1986,F,0,,,4033,,42000,1,46.7,82.5,5,,98.7,0,,2
1767,Suburban,1925,F,0,,,3910,,57000,1,60.8,82.2,6,,98.7,0,,2
366,Urban,1953,M,1,1,1,4129,7,49000,1,88.3,82,1,5,98.7,1,67,2
16583,Urban,1968,M,1,,,3619,3,64000,1,58.7,80.4,5,7,98.7,0,,2
9006,Rural,1962,,0,0,,None,8,62000,1,25.4,79.9,7,7,98.7,0,,2
14483,Suburban,1980,,1,,,4519,,,1,43.6,79.6,,,98.7,0,,2
10166,Urban,1989,F,0,0,,4138,,71000,1,77,79.5,4,,98.7,0,,2
19497,Suburban,1944,F,0,0,,4715,6,45000,1,55.3,79.2,9,1,98.7,0,,2
15922,Urban,1954,M,1,1,,4105,10,43000,1,30.4,78.1,8,2,98.7,0,,2
2564,Suburban,1971,F,0,1,,4485,6,72000,1,73.6,76.9,5,7,98.7,1,58,2
18341,Suburban,1943,,0,,,4019,,,1,67.2,75.8,,,98.7,0,,2
6987,Urban,1955,M,1,1,,3203,8,45000,1,51.6,75.2,9,1,98.7,0,,2
12879,Suburban,1972,,0,0,,3116,,116000,1,36.3,73.5,3,,98.7,0,,2
3472,Urban,1923,M,0,1,,4313,,16000,1,79.1,72.9,11,1,98.7,1,9,2
19118,Urban,1940,M,1,,,4311,8,52000,1,45.3,72.6,6,1,98.7,0,,2
824,Urban,1959,F,0,1,,4126,,88000,1,36.6,70.7,3,,98.7,0,,2
8811,Urban,1952,F,0,1,,4106,,50000,1,81,97.7,2,,98.8,0,,1
9299,Suburban,1980,F,0,,,3129,8,56000,1,56,97,7,5,98.8,0,,1
120,Urban,1957,F,0,1,,3212,5,84000,1,84.5,96.7,1,10,98.8,1,17,1
2704,Urban,1954,F,0,,,5226,10,22000,1,81.2,96.3,11,1,98.8,1,18,1
7329,Suburban,1950,F,0,1,,3601,10,50000,1,43.5,96.2,8,3,98.8,0,,1
677,Urban,1955,F,0,,,5222,1,126000,1,78.7,96.1,1,10,98.8,1,32,1
451,Urban,1938,F,0,1,,4107,10,23000,1,81.2,95.8,9,4,98.8,1,7,1
17605,Suburban,1950,F,0,1,,4324,6,56000,1,69.5,95.7,7,5,98.8,0,,1
19270,Urban,1963,M,1,1,,5228,7,70000,1,83.2,95.2,1,5,98.8,0,,1
11448,Suburban,1964,M,1,1,,4052,,,1,78.8,95,,,98.8,0,,1
10600,Urban,1967,,0,1,,4105,8,75000,1,71.8,95,1,5,98.8,0,,1
10770,Suburban,1946,,0,0,,5409,,13000,1,88.4,94.3,11,,98.8,0,,1
3201,Suburban,1965,F,0,1,,4474,,52000,1,79.3,94.1,7,,98.8,0,,1
1272,Urban,1953,F,0,,,3206,2,157000,1,77.5,93.4,2,8,98.8,1,14,1
10874,Urban,1964,,1,,,3237,,102000,1,77.9,92.1,11,,98.8,0,,1
16593,Urban,1944,F,0,1,,3607,,14000,1,76.7,91.9,11,1,98.8,0,,1
13402,Urban,1943,F,1,1,,4120,3,64000,1,81.1,91.8,8,4,98.8,0,,1
7061,Rural,1939,F,0,1,,5600,,16000,1,71,91.6,11,1,98.8,0,,1
6595,Suburban,1962,F,1,,,3612,6,47000,1,79.9,91.5,7,7,98.8,0,,1
10434,Suburban,1945,M,0,,,4052,9,17000,1,60.3,91,11,4,98.8,0,,1
10547,Urban,1935,M,0,1,,4106,10,28000,1,84.8,90.8,10,4,98.8,0,,1
1733,Urban,1942,M,0,1,,3606,6,21000,1,80.3,89.6,11,2,98.8,1,22,1
12747,Urban,1953,F,1,1,,3601,2,83000,1,78.7,89.1,3,5,98.8,0,,1
1224,Urban,1979,F,1,,,3212,4,80000,1,59.7,88.9,4,7,98.8,1,88,1
1720,Urban,1940,M,0,1,,4120,,46000,1,92.4,87.5,2,,98.8,0,,1
7829,Urban,1941,F,0,1,,5223,,15000,1,72.9,87.4,11,,98.8,0,,1
12758,Suburban,1967,M,1,,,4509,,16000,1,83.6,87.2,11,,98.8,0,,2
17268,Urban,1976,,0,1,,4129,,95000,1,86.6,86.6,4,,98.8,0,,2
20095,Urban,1938,F,0,1,1,3223,5,66000,1,70.4,85.7,9,5,98.8,0,,2
1619,Urban,1965,F,1,1,1,4107,10,47000,1,29.9,85.7,8,1,98.8,1,94,2
9779,Urban,1964,M,1,1,,4119,3,68000,1,65.2,85.6,8,7,98.8,0,,2
6187,Urban,1976,,0,1,,3205,,48000,1,48,85.3,9,,98.8,0,,2
10666,Suburban,1973,F,0,,,4122,9,75000,1,71.2,84.1,4,5,98.8,0,,2
14084,Urban,1960,F,0,,,5209,3,65000,1,81.9,83.3,7,5,98.8,0,,2
6238,Suburban,1955,,1,1,,4706,3,62000,1,82.7,83,9,3,98.8,0,,2
12473,Urban,1951,,0,1,,5231,3,55000,1,61.7,82.8,9,7,98.8,0,,2
14930,Urban,1979,F,0,0,,5402,4,70000,1,41.3,82.1,7,5,98.8,0,,2
9072,Urban,1939,F,0,,,4141,,12000,1,80.2,82.1,11,1,98.8,0,,2
5957,Urban,1953,F,0,1,,5414,3,37000,1,59,81.6,9,2,98.8,0,,2
5213,Urban,1979,M,1,,,3206,3,106000,1,72,81.4,3,5,98.8,0,,2
12391,Suburban,1936,F,0,1,,4488,10,14000,1,70.6,80.7,11,5,98.8,0,,2
18423,Urban,1979,F,0,1,1,4302,9,52000,1,48.3,78.9,5,2,98.8,0,,2
12067,Urban,1991,,0,,,4107,,20000,1,76.6,78.6,11,,98.8,0,,2
12146,Urban,1980,M,0,1,,5210,6,58000,1,71.4,78.6,3,4,98.8,0,,2
5493,Urban,1964,M,0,1,,4124,5,46000,1,65.7,78.1,10,4,98.8,0,,2
1154,Suburban,1964,,0,1,,4503,,45000,1,67.6,77.8,8,,98.8,0,,2
10635,Urban,1973,F,0,,,4119,4,57000,1,39.7,77.7,4,5,98.8,0,,2
12390,Urban,1955,F,0,,,5210,6,21000,1,67.7,77.6,11,2,98.8,0,,2
18514,Urban,1988,,0,,,None,,87000,1,56.8,76.1,3,,98.8,0,,2
669,Urban,1941,F,0,1,,5237,7,15000,1,71.5,74.9,11,3,98.8,1,33,2
17026,Suburban,1942,F,0,,,5235,,65000,1,25.3,74.2,6,,98.8,0,,2
9515,Suburban,1972,F,0,0,,4513,8,52000,1,44.6,72.6,8,2,98.8,0,,2
6446,Urban,1959,M,0,1,,4304,4,79000,1,84,96.6,5,7,98.9,0,,1
18530,Urban,1947,F,0,1,,4124,2,119000,1,90.9,96.3,1,8,98.9,0,,1
15561,Urban,1967,M,0,1,,3206,7,62000,1,74.2,96.1,5,7,98.9,0,,1
4634,Rural,1938,,1,1,,5600,7,24000,1,86.1,95.8,11,5,98.9,1,23,1
18232,Urban,1962,F,0,,,4119,,72000,1,82,95.5,5,,98.9,0,,1
1569,Urban,1957,F,1,1,,3606,9,21000,1,65.1,95.4,10,4,98.9,1,22,1
4424,Urban,1961,M,0,,,4126,,26000,1,88.8,95.3,11,,98.9,0,,1
9265,Rural,1953,F,0,1,,5388,4,89000,1,90.2,94.9,4,9,98.9,0,,1
12783,Urban,1951,F,0,0,,4101,,52000,1,87.4,94.9,8,,98.9,0,,1
4724,Suburban,1955,F,0,,,4514,,70000,1,86.1,94.8,6,,98.9,0,,1
3037,Urban,1965,F,0,1,,4111,10,54000,1,79.8,94.5,5,6,98.9,1,44,1
15297,Suburban,1967,F,0,1,,4442,10,38000,1,71.1,94.4,8,5,98.9,0,,1
17677,Rural,1963,F,0,1,,4075,10,18000,1,83.5,93.9,11,5,98.9,0,,1
2501,Urban,1952,F,0,,,3208,,17000,1,78.5,93,11,1,98.9,1,18,1
11671,Urban,1938,F,0,1,,4109,4,59000,1,44.1,92.4,3,5,98.9,0,,1
1042,Urban,1951,M,0,,,5406,6,28000,1,82,92.2,9,2,98.9,1,17,1
3377,Suburban,1955,F,1,1,,4873,10,11000,1,73.7,92,11,4,98.9,1,25,1
17565,Urban,1960,M,0,,,4100,1,150000,1,81.6,91.9,2,8,98.9,0,,1
3718,Urban,1965,M,0,1,,3207,5,89000,1,63,91.8,3,9,98.9,1,32,1
4719,Urban,1928,F,1,1,,4129,3,71000,1,86.4,90.5,6,6,98.9,1,51,1
9136,Urban,1949,M,1,1,1,4122,5,41000,1,86.6,90.4,9,1,98.9,0,,1
13765,Urban,1951,F,0,1,,4303,10,13000,1,75.9,89.9,11,2,98.9,0,,1
10372,Urban,1939,F,0,,,3222,4,65000,1,85.7,89.7,6,3,98.9,0,,1
18261,Urban,1982,F,1,1,1,3606,6,47000,1,31.4,88.5,6,1,98.9,0,,1
16770,Urban,1962,,0,,,3202,,34000,1,83.7,88.5,9,,98.9,0,,1
6080,Urban,1967,F,1,1,,3601,10,44000,1,48.7,88.2,9,3,98.9,0,,1
11905,Suburban,1971,M,1,1,,4649,7,62000,1,50,88,5,5,98.9,0,,1
10598,Urban,1972,F,0,1,,4128,,49000,1,88.2,87.5,10,,98.9,0,,2
18613,Urban,1976,F,1,0,,4123,,88000,1,86.5,86.8,3,,98.9,0,,2
7281,Suburban,1980,,0,,,5406,2,105000,1,38.8,84.8,4,9,98.9,0,,2
9772,Urban,1976,M,0,,,4111,,64000,1,72.6,84.3,3,,98.9,0,,2
4499,Suburban,1956,F,1,1,,5219,4,92000,1,82.3,84.2,1,7,98.9,1,100,2
998,Urban,1977,F,0,,,4110,6,54000,1,76.2,83.3,1,8,98.9,1,54,2
12927,Suburban,1981,F,1,1,,4144,5,59000,1,74.2,83.1,5,5,98.9,0,,2
1060,Urban,1967,F,1,1,,4108,9,50000,1,70.5,83,8,6,98.9,0,,2
3224,Suburban,1991,,1,1,,4006,2,127000,1,68.9,81.9,3,8,98.9,1,27,2
11147,Urban,1953,F,0,0,,3213,5,59000,1,20.7,81.7,8,1,98.9,0,,2
479,Urban,1970,,0,,,5205,,70000,1,53.1,81.6,6,,98.9,0,,2
5107,Suburban,1988,F,0,1,,4519,,15000,1,73.9,81.6,11,,98.9,0,,2
12921,Urban,1950,M,0,1,,5218,8,23000,1,64.5,81.2,11,6,98.9,0,,2
9195,Urban,1977,F,0,,,5406,7,39000,1,52.4,81,8,4,98.9,0,,2
273,Urban,1928,F,0,1,,3625,4,63000,1,80.7,80.3,8,3,98.9,1,38,2
2454,Urban,1959,F,1,,,4124,2,78000,1,57.3,78.9,4,7,98.9,1,88,2
7088,Urban,1978,M,0,,,4104,,20000,1,70,78.4,11,,98.9,0,,2
11408,Urban,1946,,0,,,3217,,48000,1,70.4,78.3,9,,98.9,0,,2
5687,Urban,1976,F,0,1,,5236,5,43000,1,71.2,77.9,8,4,98.9,0,,2
17271,Urban,1945,M,1,,,4307,8,23000,1,60,76.3,11,1,98.9,0,,2
6529,Urban,1958,F,0,1,,3608,,51000,1,75.3,74.1,8,,98.9,0,,2
16899,Suburban,1948,F,0,0,,4117,,14000,1,71.8,73,11,1,98.9,0,,2
7938,Suburban,1947,M,0,1,,None,,,1,71.9,72.9,,6,98.9,0,,2
16961,Urban,1960,M,1,1,,4123,3,62000,1,84.4,72.5,5,7,98.9,0,,2
11286,Urban,1942,F,0,,,4319,10,11000,1,21.6,71.2,11,2,98.9,0,,2
18067,Urban,1937,F,1,1,,5230,7,15000,1,65.1,70.8,11,3,98.9,0,,2
9665,Urban,1948,F,1,1,,4122,7,61000,1,64.6,97,2,2,99,0,,1
14050,Urban,1964,F,1,1,1,4304,6,78000,1,62.5,96.7,5,8,99,0,,1
11473,Urban,1949,F,1,1,,5403,6,25000,1,84.7,96.3,11,4,99,0,,1
17118,Urban,1953,M,1,1,,4127,7,61000,1,90.1,96.2,1,3,99,0,,1
18022,Urban,1934,F,1,1,,4117,4,112000,1,89.6,96.1,2,9,99,0,,1
16547,Urban,1962,F,0,1,1,4107,10,40000,1,80.6,95.9,1,5,99,0,,1
19571,Urban,1969,F,0,,,3206,1,122000,1,78.9,95.7,2,8,99,0,,1
18378,Urban,1949,F,1,1,1,3619,3,57000,1,82.6,95.5,6,4,99,0,,1
5508,Urban,1941,,0,1,,4121,8,15000,1,81.2,94.9,10,4,99,0,,1
18237,Urban,1947,F,1,1,,4111,6,58000,1,89.6,94.8,1,4,99,0,,1
2978,Urban,1936,F,0,1,,3205,6,44000,1,87.9,94.7,2,4,99,1,6,1
19433,Suburban,1935,F,1,1,,3607,10,44000,1,63.5,94.4,11,1,99,0,,1
4526,Urban,1941,M,1,,,5238,,28000,1,81,93.6,10,1,99,1,9,1
15798,Rural,1939,F,0,,,4076,,,1,70.9,92.6,,,99,0,,1
12417,Urban,1954,,1,,,3218,,,1,84.5,92.2,,,99,0,,1
1882,Urban,1945,F,0,1,,4108,,11000,1,90,92.2,11,1,99,1,23,1
1842,Urban,1952,M,0,1,,3619,4,25000,1,82.6,91.7,11,2,99,1,17,1
12001,Urban,1959,F,0,,,3211,5,111000,1,72.9,90,3,8,99,0,,1
12598,Urban,1967,,0,1,,4118,6,64000,1,82.2,89.3,11,8,99,0,,1
5018,Urban,1977,,1,,,5225,,39000,1,79.7,88.8,9,,99,0,,1
5588,Urban,1965,,1,1,,4309,,57000,1,57.2,88.5,7,,99,0,,1
11437,Urban,1957,F,1,,,4109,4,67000,1,81.3,88.4,5,3,99,0,,1
9814,Suburban,1964,F,1,1,,4500,4,47000,1,70.9,88.1,8,2,99,0,,2
